"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2017","Czechia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","14"
"2017","Czechia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Czechia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Czechia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Czechia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Czechia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2017","Czechia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","Denmark","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","95"
"2017","Denmark","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2017","Denmark","Frequency of internet access: daily","Percentage of individuals","All Individuals","91"
"2017","Denmark","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
"2017","Denmark","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","4"
"2017","Denmark","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Denmark","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Denmark","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Denmark","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Denmark","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Denmark","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Denmark","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","87"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: daily","Percentage of individuals","All Individuals","79"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","88"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","8"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","9"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2017","Germany (until 1990 former territory of the FRG)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Estonia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","86"
"2017","Estonia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2017","Estonia","Frequency of internet access: daily","Percentage of individuals","All Individuals","79"
"2017","Estonia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","90"
"2017","Estonia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2017","Estonia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","8"
"2017","Estonia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Estonia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Estonia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Estonia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Estonia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Estonia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2017","Ireland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","79"
"2017","Ireland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Ireland","Frequency of internet access: daily","Percentage of individuals","All Individuals","70"
"2017","Ireland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2017","Ireland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2017","Ireland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2017","Ireland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Ireland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Ireland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Ireland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Ireland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Ireland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Greece","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","67"
"2017","Greece","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","Greece","Frequency of internet access: daily","Percentage of individuals","All Individuals","59"
"2017","Greece","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","85"
"2017","Greece","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","8"
"2017","Greece","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2017","Greece","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Greece","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Greece","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Greece","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Greece","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2017","Greece","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Spain","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","80"
"2017","Spain","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2017","Spain","Frequency of internet access: daily","Percentage of individuals","All Individuals","69"
"2017","Spain","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","82"
"2017","Spain","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2017","Spain","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2017","Spain","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Spain","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Spain","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Spain","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Spain","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","5"
"2017","Spain","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","France","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","83"
"2017","France","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","France","Frequency of internet access: daily","Percentage of individuals","All Individuals","70"
"2017","France","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","81"
"2017","France","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","13"
"2017","France","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","15"
"2017","France","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","France","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","France","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","France","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","France","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","4"
"2017","France","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Croatia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","65"
"2017","Croatia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","Croatia","Frequency of internet access: daily","Percentage of individuals","All Individuals","58"
"2017","Croatia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2017","Croatia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2017","Croatia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2017","Croatia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Croatia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Croatia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Croatia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Croatia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Croatia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Italy","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","69"
"2017","Italy","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Italy","Frequency of internet access: daily","Percentage of individuals","All Individuals","68"
"2017","Italy","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","Italy","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","1"
"2017","Italy","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2017","Italy","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Italy","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Italy","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Italy","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Italy","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Italy","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Cyprus","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","79"
"2017","Cyprus","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2017","Cyprus","Frequency of internet access: daily","Percentage of individuals","All Individuals","74"
"2017","Cyprus","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","92"
"2017","Cyprus","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2017","Cyprus","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","7"
"2017","Cyprus","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Cyprus","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Cyprus","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Cyprus","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Cyprus","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2017","Cyprus","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2017","Latvia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","78"
"2017","Latvia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","Latvia","Frequency of internet access: daily","Percentage of individuals","All Individuals","70"
"2017","Latvia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2017","Latvia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2017","Latvia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2017","Latvia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Latvia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Latvia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Latvia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Latvia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2017","Latvia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Lithuania","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","75"
"2017","Lithuania","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Lithuania","Frequency of internet access: daily","Percentage of individuals","All Individuals","64"
"2017","Lithuania","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","82"
"2017","Lithuania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2017","Lithuania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","15"
"2017","Lithuania","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Lithuania","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Lithuania","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Lithuania","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Lithuania","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Lithuania","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Luxembourg","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","96"
"2017","Luxembourg","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2017","Luxembourg","Frequency of internet access: daily","Percentage of individuals","All Individuals","91"
"2017","Luxembourg","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","93"
"2017","Luxembourg","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2017","Luxembourg","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","6"
"2017","Luxembourg","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Luxembourg","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Luxembourg","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Luxembourg","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Luxembourg","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2017","Luxembourg","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2017","Hungary","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","76"
"2017","Hungary","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2017","Hungary","Frequency of internet access: daily","Percentage of individuals","All Individuals","69"
"2017","Hungary","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","89"
"2017","Hungary","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2017","Hungary","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","9"
"2017","Hungary","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Hungary","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Hungary","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Hungary","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Hungary","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2017","Hungary","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2017","Malta","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","80"
"2017","Malta","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2017","Malta","Frequency of internet access: daily","Percentage of individuals","All Individuals","76"
"2017","Malta","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
"2017","Malta","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","4"
"2017","Malta","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","Malta","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Malta","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Malta","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Malta","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Malta","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2017","Malta","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2017","Netherlands","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","94"
"2017","Netherlands","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2017","Netherlands","Frequency of internet access: daily","Percentage of individuals","All Individuals","90"
"2017","Netherlands","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
"2017","Netherlands","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2017","Netherlands","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","Netherlands","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Netherlands","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Netherlands","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Netherlands","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Netherlands","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2017","Netherlands","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2017","Austria","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","85"
"2017","Austria","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","Austria","Frequency of internet access: daily","Percentage of individuals","All Individuals","74"
"2017","Austria","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","84"
"2017","Austria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2017","Austria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2017","Austria","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Austria","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Austria","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Austria","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Austria","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2017","Austria","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Poland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","73"
"2017","Poland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2017","Poland","Frequency of internet access: daily","Percentage of individuals","All Individuals","61"
"2017","Poland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","80"
"2017","Poland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","12"
"2017","Poland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","15"
"2017","Poland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Poland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Poland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Poland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Poland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2017","Poland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2017","Portugal","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","71"
"2017","Portugal","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Portugal","Frequency of internet access: daily","Percentage of individuals","All Individuals","63"
"2017","Portugal","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","85"
"2017","Portugal","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2017","Portugal","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2017","Portugal","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Portugal","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Portugal","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Portugal","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Portugal","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Portugal","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Romania","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","61"
"2017","Romania","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2017","Romania","Frequency of internet access: daily","Percentage of individuals","All Individuals","47"
"2017","Romania","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","73"
"2017","Romania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","14"
"2017","Romania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","22"
"2017","Romania","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Romania","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Romania","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Romania","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Romania","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2017","Romania","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","Slovenia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","77"
"2017","Slovenia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Slovenia","Frequency of internet access: daily","Percentage of individuals","All Individuals","68"
"2017","Slovenia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","87"
"2017","Slovenia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","8"
"2017","Slovenia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2017","Slovenia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Slovenia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Slovenia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Slovenia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Slovenia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Slovenia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Slovakia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","79"
"2017","Slovakia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2017","Slovakia","Frequency of internet access: daily","Percentage of individuals","All Individuals","69"
"2017","Slovakia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","85"
"2017","Slovakia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","10"
"2017","Slovakia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2017","Slovakia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Slovakia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Slovakia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Slovakia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Slovakia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Slovakia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2017","Finland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","92"
"2017","Finland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2017","Finland","Frequency of internet access: daily","Percentage of individuals","All Individuals","87"
"2017","Finland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","93"
"2017","Finland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2017","Finland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2017","Finland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2017","Finland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Finland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2017","Finland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2017","Finland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2017","Finland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2017","Sweden","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","95"
"2017","Sweden","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
